Rank,Year,Title,Artist,Lyrics,Lyric_Neg,Lyric_Neu,Lyric_Pos,Lyric_Compound
25,2013-01-01,Sail,AWOLNATION,"Sail

This is how I show my love
I made it in my mind because
I blame it on my ADD, baby
This is how an angel dies
I blame it on my own sick pride
Blame it on my ADD, baby

Sail
Sail
Sail
Sail
Sail

Maybe I should cry for help
Maybe I should kill myself
Blame it on my ADD, baby
Maybe I'm a different breed
Maybe I'm not listening
So blame it on my ADD, baby

Sail
Sail
Sail
Sail
Sail

La-la-la-la-la, la-la-la-la-la, oh
La-la-la-la-la, la-la-la-la-la, oh
(La-la-la-la-la, la-la-la-la-la)

Sail
Sail
Sail
Sail
Sail

(Sail with me into the dark)
Sail
(Sail with me into the dark)
Sail
(Sail with me into the dark)
Sail
(Sail with me, sail with me)
Sail",0.165,0.769,0.066,-0.9153
26,2013-01-01,Don't You Worry Child,Swedish House MafiaFeaturingJohn Martin,,,,,
27,2013-01-01,Diamonds,Rihanna,"Shine bright like a diamond
Shine bright like a diamond

Find light in the beautiful sea
I choose to be happy
You and I, you and I
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

I knew that we'd become one right away
Oh, right away
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful like diamonds in the sky
Eye to eye, so alive
We're beautiful like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky

Palms rise to the universe
As we moonshine and Molly
Feel the warmth, we'll never die
We're like diamonds in the sky
You're a shooting star I see
A vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

At first sight, I felt the energy of sun rays
I saw the life inside your eyes

So shine bright, tonight, you and I
We're beautiful like diamonds in the sky
Eye to eye, so alive
We're beautiful like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful like diamonds in the sky

Shine bright like a diamond
Shine bright like a diamond
Shine bright like a diamond

So shine bright, tonight, you and I
We're beautiful like diamonds in the sky
Eye to eye, so alive
We're beautiful like diamonds in the sky

Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Oh, yeah
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Shine bright like a diamond",0.0,0.41,0.59,0.9998
28,2013-01-01,I Love It,Icona PopFeaturingCharli xcx,,,,,
29,2013-01-01,Safe And Sound,Capital Cities,"I could lift you up
I could show you what you wanna see
And take you where you wanna be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

We're safe and sound

I could fill your cup
You know my river won't evaporate
This world we still appreciate
You could be my luck
Even in a hurricane of frowns
I know that we'll be safe and sound

(Safe and sound)
We're safe and sound
(Safe and sound)
We're safe and sound
(Hold your ground)
We're safe and sound
(Safe and sound)

I could show you love
In a tidal wave of mystery
You'll still be standing next to me
You could be my luck
Even if we're six feet underground
I know that we'll be safe and sound

We're safe and sound
(Safe and sound)
(Safe and sound)
(Hold your ground)
(Safe and sound)

I could lift you up
I could show you what you wanna see
And take you where you wanna be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

I could lift you up
I could show you what you wanna see
And take you where you wanna be
You could be my luck
Even if the sky is falling down
I know that we'll be safe and sound

We're safe and sound
We're safe and sound
We're safe and sound
We're safe and sound
(Safe and sound)
We're safe and sound
(Safe and sound)
We're safe and sound
(Hold your ground)
We're safe and sound
(Safe and sound)
We're safe and sound",0.015,0.75,0.235,0.9967
30,2013-01-01,Treasure,Bruno Mars,"Baby squirrel, you's a sexy motherfucker

Gimme your, gimme your, gimme your attention, baby
I gotta tell you a little somethin' about yourself
You're wonderful, flawless, ooh, you a sexy lady
But you walk around here like you wanna be someone else

Oh, woah
I know that you don't know it
But you're fine, so fine (Fine, so fine)
Oh, woah
Oh, girl, I'm gonna show you
When you're mine, oh, mine (Mine, oh, mine)

Treasure
That is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure you
Oh, oh, oh

Pretty girl, pretty girl, pretty girl, you should be smilin'
A girl like you should never look so blue
You're everything I see in my dreams
I wouldn't say that to you if it wasn't true

Oh, woah
I know that you don't know it
But you're fine, so fine (Fine, so fine)
Oh, woah
Oh, girl, I'm gonna show you
When you're mine, oh, mine (Mine, oh, mine)

Treasure
That is what you are
Honey, you're my golden star
You know you can make my wish come true
If you let me treasure you
If you let me treasure you
Oh, oh, oh

You are my treasure
You are my treasure
You are my treasure
Yeah, you, you, you, you are
You are my treasure
You are my treasure
You are my treasure
Yeah, you, you, you, you are

Treasure (You are my treasure)
That is what you are (You are my treasure)
(You are my treasure)
Honey, you're my golden star (You, you, you are)
(You are my treasure)
You know you can make my wish come true (You are my treasure)
(You are my treasure)
If you let me treasure you (You, you, you are)
(You are my treasure)
If you let me treasure you (You are my treasure)
Oh, oh, oh",0.007,0.704,0.289,0.9986
31,2013-01-01,The Way,Ariana GrandeFeaturingMac Miller,,,,,
32,2013-01-01,Started From The Bottom,Drake,"Started—
Zombie on the track

Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now my whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team fuckin' here

I done kept it real from the jump
Livin' at my momma's house, we'd argue every month
Nigga, I was tryna get it on my own
Workin' all night, traffic on the way home
And my uncle callin' me, like, ""Where you at?
I gave you the keys, told you bring it right back”
Nigga, I just think it's funny how it goes
Now I'm on the road, half a million for a show, and we—

Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga

Boys tell stories 'bout the man
Say I never struggled, wasn't hungry, yeah, I doubt it
Nigga, I could turn your boy into the man
There ain't really much out here that's poppin' off without us
Nigga, we just want the credit where it's due
I'ma worry 'bout me, give a fuck about you
Nigga, just as a reminder to myself
I wear every single chain, even when I'm in the house
'Cause we—

Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga

No new niggas, nigga, we don't feel that
Fuck a fake friend, where your real friends at?
We don't like to do too much explainin'
Story stayed the same, I never changed it
No new niggas, nigga, we don't feel that
Fuck a fake friend, where your real friends at?
We don't like to do too much explainin'
Story stayed the same through the money and the fame
'Cause we—

Started from the bottom, now we're here
Started from the bottom, now my whole team fuckin' here
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now my whole team here, nigga
Started from the bottom, now we're here
Started from the bottom, now the whole team here, nigga",0.053,0.865,0.082,0.9201
33,2013-01-01,Come & Get It,Selena Gomez,"محبوب میں اکیلا ہوں یہاں
میری محبوب میں اکیلا ہوں یہاں
‎اے، اے، اے، اے

When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, when you're ready
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na

You ain't gotta worry, it's an open invitation
I'll be sittin' right here real patient
All day, all night, I'll be waitin' standby
Can't stop, because I love it
Hate the way I love you
All day, all night
Maybe I'm addicted for life, no lie

I'm not too shy to show I love you
I got no regrets
I love you much too much to hide you
This love ain't finished yet
This love ain't finished yet
So baby, whenever you're ready

When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, when you're ready
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na

You got the kind of love that I want, let me get that
(
Let me get that, yeah
)
And baby, once I get it, I'm yours, no take-backs
Gon' love you for life, I ain't leavin' your side
Even if you knock it, ain't no way to stop it
Forever, you're mine
Baby, I'm addicted, no lie, no lie

I'm not too shy to show I love you
I got no regrets
So baby, whenever you're ready

When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, when you're ready
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na

This love will be the death of me
But I know I'll die happily
I'll know, I'll know, I'll know
Because you love me so
Yeah

When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
When you're ready, come and get it
Na-na-na-na, na-na-na-na, na-na-na-na
(I'm gonna get it, yeah, yeah)
When you're ready, when you're ready
When you're ready, come and get it
(When you're ready, when you're ready
Come and get it, get it)
Na-na-na-na, na-na-na-na, na-na-na-na",0.125,0.7,0.175,0.9426
34,2013-01-01,"Hold On, We're Going Home",DrakeFeaturingMajid Jordan,,,,,
35,2013-01-01,Daylight,Maroon 5,"Here I am waiting, I'll have to leave soon
Why am I holding on?
We knew this day would come, we knew it all along
How did it come so fast?

This is our last night, but it's late
And I'm trying not to sleep
'Cause I know when I wake
I will have to slip away

And when the daylight comes, I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight, we'll be on our own
But tonight, I need to hold you so close

Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh
Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh

Here I am staring at your perfection
In my arms, so beautiful
The sky is getting bright, the stars are burning out
Somebody slow it down

This is way too hard
'Cause I know when the sun comes up
I will leave, this is my last glance
That will soon be memory

And when the daylight comes, I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight, we'll be on our own
But tonight, I need to hold you so close

Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh
Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh

I never want it to stop
Because I don't wanna start all over, start all over
I was afraid of the dark
But now it's all that I want, all that I want, all that I want

And when the daylight comes, I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight, we'll be on our own
But tonight, I need to hold you so close
And when the daylight comes, I'll have to go
But tonight, I'm gonna hold you so close
'Cause in the daylight, we'll be on our own
But tonight, I need to hold you so close

Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh
Ooh-whoa-oh, ooh-whoa-oh, ooh-whoa-oh, oh, oh, oh-oh-oh

Ooh-whoa-oh (Yeah), ooh-whoa-oh (Yeah)
Ooh-whoa-oh (Yeah), oh, oh-oh-oh (Yeah)
Ooh-whoa-oh (Yeah-ah), ooh-whoa-oh (Yeah-ah)
Ooh-whoa-oh, oh",0.036,0.916,0.048,0.9204
36,2013-01-01,Feel This Moment,PitbullFeaturingChristina Aguilera,,,,,
37,2013-01-01,Applause,Lady Gaga,"I stand here waiting for you to bang the gong
To crash the critic saying, ""Is it right or is it wrong?""
If only fame had an IV, baby, could I bear
Being away from you? I found the vein, put it in here

I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)

A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch

I've overheard your theory, ""Nostalgia's for geeks""
I guess sir, if you say so, some of us just like to read
One second I'm a Koons, then suddenly the Koons is me
Pop culture was in art, now art's in pop culture, in me

I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)

A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch
A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch

Ooh-woo, touch, touch
Ooh-woo, touch, touch now
Ooh-woo-ooh-ooh-ooh-ooh-ooh
Ooh-woo-ooh-ooh-ooh-ooh-ooh
Ooh-woo-ooh-ooh-ooh-ooh-ooh, ooh

I live for the applause, applause, applause
I live for the applause-plause, live for the applause-plause
Live for the way that you cheer and scream for me
The applause, applause, applause

Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)
Give me that thing that I love (I'll turn the lights out)
Put your hands up, make 'em touch, touch (Make it real loud)

A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch (Make it real loud)
A-P-P-L-A-U-S-E (Make it real loud)
A-P-P-L-A-U-S-E
Put your hands up, make 'em touch, touch

A-R-T-P-O-P",0.03,0.779,0.191,0.9974
